output,base_key,keyboard_apple_id,key_code,modifiers
„,",",com.apple.keylayout.Swedish,,"{'shift', 'option'}"
—,-,com.apple.keylayout.Swedish,,"{'shift', 'option'}"
“,n,com.apple.keylayout.Swedish,,"{'shift', 'option'}"
”,m,com.apple.keylayout.Swedish,,"{'shift', 'option'}"
·,.,com.apple.keylayout.Swedish,,"{'shift', 'option'}"
 , ,com.apple.keylayout.Swedish,,"{'shift', 'option'}"
≥,<,com.apple.keylayout.Swedish,50,"{'shift', 'option'}"
.,",",com.apple.keylayout.Swedish,,"{'shift', 'option'}"
*,,com.apple.keylayout.Swedish,,"{'shift', 'option'}"
*,*,com.apple.keylayout.Swedish,,"{'shift', 'option'}"
+,+,com.apple.keylayout.Swedish,,"{'shift', 'option'}"
+,,com.apple.keylayout.Swedish,,"{'shift', 'option'}"
=,,com.apple.keylayout.Swedish,,"{'shift', 'option'}"
/,/,com.apple.keylayout.Swedish,,"{'shift', 'option'}"
/,,com.apple.keylayout.Swedish,,"{'shift', 'option'}"
-,-,com.apple.keylayout.Swedish,,"{'shift', 'option'}"
=,=,com.apple.keylayout.Swedish,,"{'shift', 'option'}"
0,0,com.apple.keylayout.Swedish,,"{'shift', 'option'}"
1,1,com.apple.keylayout.Swedish,,"{'shift', 'option'}"
2,2,com.apple.keylayout.Swedish,,"{'shift', 'option'}"
3,3,com.apple.keylayout.Swedish,,"{'shift', 'option'}"
4,4,com.apple.keylayout.Swedish,,"{'shift', 'option'}"
5,5,com.apple.keylayout.Swedish,,"{'shift', 'option'}"
6,6,com.apple.keylayout.Swedish,,"{'shift', 'option'}"
7,7,com.apple.keylayout.Swedish,,"{'shift', 'option'}"
8,8,com.apple.keylayout.Swedish,,"{'shift', 'option'}"
9,9,com.apple.keylayout.Swedish,,"{'shift', 'option'}"
a,a,com.apple.keylayout.Icelandic,,set()
s,s,com.apple.keylayout.Icelandic,,set()
d,d,com.apple.keylayout.Icelandic,,set()
f,f,com.apple.keylayout.Icelandic,,set()
h,h,com.apple.keylayout.Icelandic,,set()
g,g,com.apple.keylayout.Icelandic,,set()
z,z,com.apple.keylayout.Icelandic,,set()
x,x,com.apple.keylayout.Icelandic,,set()
c,c,com.apple.keylayout.Icelandic,,set()
v,v,com.apple.keylayout.Icelandic,,set()
b,b,com.apple.keylayout.Icelandic,,set()
q,q,com.apple.keylayout.Icelandic,,set()
w,w,com.apple.keylayout.Icelandic,,set()
e,e,com.apple.keylayout.Icelandic,,set()
r,r,com.apple.keylayout.Icelandic,,set()
y,y,com.apple.keylayout.Icelandic,,set()
t,t,com.apple.keylayout.Icelandic,,set()
1,1,com.apple.keylayout.Icelandic,,set()
2,2,com.apple.keylayout.Icelandic,,set()
3,3,com.apple.keylayout.Icelandic,,set()
4,4,com.apple.keylayout.Icelandic,,set()
6,6,com.apple.keylayout.Icelandic,,set()
5,5,com.apple.keylayout.Icelandic,,set()
-,-,com.apple.keylayout.Icelandic,,set()
9,9,com.apple.keylayout.Icelandic,,set()
7,7,com.apple.keylayout.Icelandic,,set()
ö,ö,com.apple.keylayout.Icelandic,,set()
8,8,com.apple.keylayout.Icelandic,,set()
0,0,com.apple.keylayout.Icelandic,,set()
',',com.apple.keylayout.Icelandic,,set()
o,o,com.apple.keylayout.Icelandic,,set()
u,u,com.apple.keylayout.Icelandic,,set()
ð,ð,com.apple.keylayout.Icelandic,,set()
i,i,com.apple.keylayout.Icelandic,,set()
p,p,com.apple.keylayout.Icelandic,,set()
l,l,com.apple.keylayout.Icelandic,,set()
j,j,com.apple.keylayout.Icelandic,,set()
k,k,com.apple.keylayout.Icelandic,,set()
æ,æ,com.apple.keylayout.Icelandic,,set()
+,+,com.apple.keylayout.Icelandic,,set()
",",",",com.apple.keylayout.Icelandic,,set()
þ,þ,com.apple.keylayout.Icelandic,,set()
n,n,com.apple.keylayout.Icelandic,,set()
m,m,com.apple.keylayout.Icelandic,,set()
.,.,com.apple.keylayout.Icelandic,,set()
 , ,com.apple.keylayout.Icelandic,,set()
<,<,com.apple.keylayout.Icelandic,50,set()
",",",",com.apple.keylayout.Icelandic,,set()
*,*,com.apple.keylayout.Icelandic,,set()
+,+,com.apple.keylayout.Icelandic,,set()
/,/,com.apple.keylayout.Icelandic,,set()
-,-,com.apple.keylayout.Icelandic,,set()
=,=,com.apple.keylayout.Icelandic,,set()
0,0,com.apple.keylayout.Icelandic,,set()
1,1,com.apple.keylayout.Icelandic,,set()
2,2,com.apple.keylayout.Icelandic,,set()
3,3,com.apple.keylayout.Icelandic,,set()
4,4,com.apple.keylayout.Icelandic,,set()
5,5,com.apple.keylayout.Icelandic,,set()
6,6,com.apple.keylayout.Icelandic,,set()
7,7,com.apple.keylayout.Icelandic,,set()
8,8,com.apple.keylayout.Icelandic,,set()
9,9,com.apple.keylayout.Icelandic,,set()
A,a,com.apple.keylayout.Icelandic,,{'shift'}
S,s,com.apple.keylayout.Icelandic,,{'shift'}
D,d,com.apple.keylayout.Icelandic,,{'shift'}
F,f,com.apple.keylayout.Icelandic,,{'shift'}
H,h,com.apple.keylayout.Icelandic,,{'shift'}
G,g,com.apple.keylayout.Icelandic,,{'shift'}
Z,z,com.apple.keylayout.Icelandic,,{'shift'}
X,x,com.apple.keylayout.Icelandic,,{'shift'}
C,c,com.apple.keylayout.Icelandic,,{'shift'}
V,v,com.apple.keylayout.Icelandic,,{'shift'}
B,b,com.apple.keylayout.Icelandic,,{'shift'}
Q,q,com.apple.keylayout.Icelandic,,{'shift'}
W,w,com.apple.keylayout.Icelandic,,{'shift'}
E,e,com.apple.keylayout.Icelandic,,{'shift'}
R,r,com.apple.keylayout.Icelandic,,{'shift'}
Y,y,com.apple.keylayout.Icelandic,,{'shift'}
T,t,com.apple.keylayout.Icelandic,,{'shift'}
!,1,com.apple.keylayout.Icelandic,,{'shift'}
"""",2,com.apple.keylayout.Icelandic,,{'shift'}
#,3,com.apple.keylayout.Icelandic,,{'shift'}
$,4,com.apple.keylayout.Icelandic,,{'shift'}
&,6,com.apple.keylayout.Icelandic,,{'shift'}
%,5,com.apple.keylayout.Icelandic,,{'shift'}
_,-,com.apple.keylayout.Icelandic,,{'shift'}
),9,com.apple.keylayout.Icelandic,,{'shift'}
/,7,com.apple.keylayout.Icelandic,,{'shift'}
Ö,ö,com.apple.keylayout.Icelandic,,{'shift'}
(,8,com.apple.keylayout.Icelandic,,{'shift'}
=,0,com.apple.keylayout.Icelandic,,{'shift'}
?,',com.apple.keylayout.Icelandic,,{'shift'}
O,o,com.apple.keylayout.Icelandic,,{'shift'}
U,u,com.apple.keylayout.Icelandic,,{'shift'}
Ð,ð,com.apple.keylayout.Icelandic,,{'shift'}
I,i,com.apple.keylayout.Icelandic,,{'shift'}
P,p,com.apple.keylayout.Icelandic,,{'shift'}
L,l,com.apple.keylayout.Icelandic,,{'shift'}
J,j,com.apple.keylayout.Icelandic,,{'shift'}
K,k,com.apple.keylayout.Icelandic,,{'shift'}
Æ,æ,com.apple.keylayout.Icelandic,,{'shift'}
*,+,com.apple.keylayout.Icelandic,,{'shift'}
;,",",com.apple.keylayout.Icelandic,,{'shift'}
Þ,þ,com.apple.keylayout.Icelandic,,{'shift'}
N,n,com.apple.keylayout.Icelandic,,{'shift'}
M,m,com.apple.keylayout.Icelandic,,{'shift'}
:,.,com.apple.keylayout.Icelandic,,{'shift'}
 , ,com.apple.keylayout.Icelandic,,{'shift'}
>,<,com.apple.keylayout.Icelandic,50,{'shift'}
.,",",com.apple.keylayout.Icelandic,,{'shift'}
*,,com.apple.keylayout.Icelandic,,{'shift'}
*,*,com.apple.keylayout.Icelandic,,{'shift'}
+,+,com.apple.keylayout.Icelandic,,{'shift'}
+,,com.apple.keylayout.Icelandic,,{'shift'}
=,,com.apple.keylayout.Icelandic,,{'shift'}
/,/,com.apple.keylayout.Icelandic,,{'shift'}
/,,com.apple.keylayout.Icelandic,,{'shift'}
-,-,com.apple.keylayout.Icelandic,,{'shift'}
=,=,com.apple.keylayout.Icelandic,,{'shift'}
0,0,com.apple.keylayout.Icelandic,,{'shift'}
1,1,com.apple.keylayout.Icelandic,,{'shift'}
2,2,com.apple.keylayout.Icelandic,,{'shift'}
3,3,com.apple.keylayout.Icelandic,,{'shift'}
4,4,com.apple.keylayout.Icelandic,,{'shift'}
5,5,com.apple.keylayout.Icelandic,,{'shift'}
6,6,com.apple.keylayout.Icelandic,,{'shift'}
7,7,com.apple.keylayout.Icelandic,,{'shift'}
8,8,com.apple.keylayout.Icelandic,,{'shift'}
9,9,com.apple.keylayout.Icelandic,,{'shift'}
å,a,com.apple.keylayout.Icelandic,,{'option'}
ß,s,com.apple.keylayout.Icelandic,,{'option'}
∂,d,com.apple.keylayout.Icelandic,,{'option'}
ƒ,f,com.apple.keylayout.Icelandic,,{'option'}
|,h,com.apple.keylayout.Icelandic,,{'option'}
©,g,com.apple.keylayout.Icelandic,,{'option'}
Ω,z,com.apple.keylayout.Icelandic,,{'option'}
~,x,com.apple.keylayout.Icelandic,,{'option'}
ç,c,com.apple.keylayout.Icelandic,,{'option'}
√,v,com.apple.keylayout.Icelandic,,{'option'}
ø,,com.apple.keylayout.Icelandic,10,{'option'}
∫,b,com.apple.keylayout.Icelandic,,{'option'}
@,q,com.apple.keylayout.Icelandic,,{'option'}
∑,w,com.apple.keylayout.Icelandic,,{'option'}
€,e,com.apple.keylayout.Icelandic,,{'option'}
®,r,com.apple.keylayout.Icelandic,,{'option'}
¥,y,com.apple.keylayout.Icelandic,,{'option'}
°,t,com.apple.keylayout.Icelandic,,{'option'}
¡,1,com.apple.keylayout.Icelandic,,{'option'}
@,2,com.apple.keylayout.Icelandic,,{'option'}
™,3,com.apple.keylayout.Icelandic,,{'option'}
¢,4,com.apple.keylayout.Icelandic,,{'option'}
^,6,com.apple.keylayout.Icelandic,,{'option'}
‰,5,com.apple.keylayout.Icelandic,,{'option'}
–,-,com.apple.keylayout.Icelandic,,{'option'}
],9,com.apple.keylayout.Icelandic,,{'option'}
{,7,com.apple.keylayout.Icelandic,,{'option'}
\,ö,com.apple.keylayout.Icelandic,,{'option'}
[,8,com.apple.keylayout.Icelandic,,{'option'}
},0,com.apple.keylayout.Icelandic,,{'option'}
~,',com.apple.keylayout.Icelandic,,{'option'}
„,ð,com.apple.keylayout.Icelandic,,{'option'}
ı,i,com.apple.keylayout.Icelandic,,{'option'}
π,p,com.apple.keylayout.Icelandic,,{'option'}
…,l,com.apple.keylayout.Icelandic,,{'option'}
∆,j,com.apple.keylayout.Icelandic,,{'option'}
^,,com.apple.keylayout.Icelandic,,{'option'}
¬,k,com.apple.keylayout.Icelandic,,{'option'}
œ,æ,com.apple.keylayout.Icelandic,,{'option'}
≤,",",com.apple.keylayout.Icelandic,,{'option'}
’,þ,com.apple.keylayout.Icelandic,,{'option'}
µ,m,com.apple.keylayout.Icelandic,,{'option'}
≥,.,com.apple.keylayout.Icelandic,,{'option'}
 , ,com.apple.keylayout.Icelandic,,{'option'}
|,<,com.apple.keylayout.Icelandic,50,{'option'}
",",",",com.apple.keylayout.Icelandic,,{'option'}
*,*,com.apple.keylayout.Icelandic,,{'option'}
+,+,com.apple.keylayout.Icelandic,,{'option'}
/,/,com.apple.keylayout.Icelandic,,{'option'}
-,-,com.apple.keylayout.Icelandic,,{'option'}
=,=,com.apple.keylayout.Icelandic,,{'option'}
0,0,com.apple.keylayout.Icelandic,,{'option'}
1,1,com.apple.keylayout.Icelandic,,{'option'}
2,2,com.apple.keylayout.Icelandic,,{'option'}
3,3,com.apple.keylayout.Icelandic,,{'option'}
4,4,com.apple.keylayout.Icelandic,,{'option'}
5,5,com.apple.keylayout.Icelandic,,{'option'}
6,6,com.apple.keylayout.Icelandic,,{'option'}
7,7,com.apple.keylayout.Icelandic,,{'option'}
8,8,com.apple.keylayout.Icelandic,,{'option'}
9,9,com.apple.keylayout.Icelandic,,{'option'}
Å,a,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
˙,s,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
˚,d,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
¯,f,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
¸,h,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
˘,g,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
Ç,c,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
◊,v,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
Ø,,com.apple.keylayout.Icelandic,10,"{'shift', 'option'}"
¶,q,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
§,w,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
¿,e,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
•,t,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
£,3,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
€,4,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
⁄,6,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
∞,5,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
—,-,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
},9,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
÷,7,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
≠,ö,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
{,8,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
≈,0,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
·,',com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
º,o,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
“,ð,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
ª,i,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
∏,p,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
ˇ,l,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
˝,j,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
‘,,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
˛,k,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
Œ,æ,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
±,+,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
«,",",com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
”,þ,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
»,.,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
 , ,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
,<,com.apple.keylayout.Icelandic,50,"{'shift', 'option'}"
.,",",com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
*,,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
*,*,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
+,+,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
+,,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
=,,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
/,/,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
/,,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
-,-,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
=,=,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
0,0,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
1,1,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
2,2,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
3,3,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
4,4,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
5,5,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
6,6,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
7,7,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
8,8,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
9,9,com.apple.keylayout.Icelandic,,"{'shift', 'option'}"
a,a,com.apple.keylayout.InuttitutNunavik,,set()
s,s,com.apple.keylayout.InuttitutNunavik,,set()
d,d,com.apple.keylayout.InuttitutNunavik,,set()
f,f,com.apple.keylayout.InuttitutNunavik,,set()
h,h,com.apple.keylayout.InuttitutNunavik,,set()
g,g,com.apple.keylayout.InuttitutNunavik,,set()
z,z,com.apple.keylayout.InuttitutNunavik,,set()
x,x,com.apple.keylayout.InuttitutNunavik,,set()
c,c,com.apple.keylayout.InuttitutNunavik,,set()
v,v,com.apple.keylayout.InuttitutNunavik,,set()
§,§,com.apple.keylayout.InuttitutNunavik,10,set()
b,b,com.apple.keylayout.InuttitutNunavik,,set()
q,q,com.apple.keylayout.InuttitutNunavik,,set()
w,w,com.apple.keylayout.InuttitutNunavik,,set()
e,e,com.apple.keylayout.InuttitutNunavik,,set()
r,r,com.apple.keylayout.InuttitutNunavik,,set()
y,y,com.apple.keylayout.InuttitutNunavik,,set()
t,t,com.apple.keylayout.InuttitutNunavik,,set()
1,1,com.apple.keylayout.InuttitutNunavik,,set()
2,2,com.apple.keylayout.InuttitutNunavik,,set()
3,3,com.apple.keylayout.InuttitutNunavik,,set()
4,4,com.apple.keylayout.InuttitutNunavik,,set()
6,6,com.apple.keylayout.InuttitutNunavik,,set()
5,5,com.apple.keylayout.InuttitutNunavik,,set()
=,=,com.apple.keylayout.InuttitutNunavik,,set()
9,9,com.apple.keylayout.InuttitutNunavik,,set()
7,7,com.apple.keylayout.InuttitutNunavik,,set()
-,-,com.apple.keylayout.InuttitutNunavik,,set()
8,8,com.apple.keylayout.InuttitutNunavik,,set()
0,0,com.apple.keylayout.InuttitutNunavik,,set()
],],com.apple.keylayout.InuttitutNunavik,,set()
o,o,com.apple.keylayout.InuttitutNunavik,,set()
u,u,com.apple.keylayout.InuttitutNunavik,,set()
[,[,com.apple.keylayout.InuttitutNunavik,,set()
i,i,com.apple.keylayout.InuttitutNunavik,,set()
p,p,com.apple.keylayout.InuttitutNunavik,,set()
l,l,com.apple.keylayout.InuttitutNunavik,,set()
j,j,com.apple.keylayout.InuttitutNunavik,,set()
',',com.apple.keylayout.InuttitutNunavik,,set()
k,k,com.apple.keylayout.InuttitutNunavik,,set()
;,;,com.apple.keylayout.InuttitutNunavik,,set()
\,\,com.apple.keylayout.InuttitutNunavik,,set()
",",",",com.apple.keylayout.InuttitutNunavik,,set()
/,/,com.apple.keylayout.InuttitutNunavik,,set()
n,n,com.apple.keylayout.InuttitutNunavik,,set()
m,m,com.apple.keylayout.InuttitutNunavik,,set()
.,.,com.apple.keylayout.InuttitutNunavik,,set()
 , ,com.apple.keylayout.InuttitutNunavik,,set()
`,`,com.apple.keylayout.InuttitutNunavik,50,set()
.,.,com.apple.keylayout.InuttitutNunavik,,set()
*,*,com.apple.keylayout.InuttitutNunavik,,set()
+,+,com.apple.keylayout.InuttitutNunavik,,set()
/,/,com.apple.keylayout.InuttitutNunavik,,set()
-,-,com.apple.keylayout.InuttitutNunavik,,set()
=,=,com.apple.keylayout.InuttitutNunavik,,set()
0,0,com.apple.keylayout.InuttitutNunavik,,set()
1,1,com.apple.keylayout.InuttitutNunavik,,set()
2,2,com.apple.keylayout.InuttitutNunavik,,set()
3,3,com.apple.keylayout.InuttitutNunavik,,set()
4,4,com.apple.keylayout.InuttitutNunavik,,set()
5,5,com.apple.keylayout.InuttitutNunavik,,set()
6,6,com.apple.keylayout.InuttitutNunavik,,set()
7,7,com.apple.keylayout.InuttitutNunavik,,set()
8,8,com.apple.keylayout.InuttitutNunavik,,set()
9,9,com.apple.keylayout.InuttitutNunavik,,set()
A,a,com.apple.keylayout.InuttitutNunavik,,{'shift'}
S,s,com.apple.keylayout.InuttitutNunavik,,{'shift'}
D,d,com.apple.keylayout.InuttitutNunavik,,{'shift'}
F,f,com.apple.keylayout.InuttitutNunavik,,{'shift'}
H,h,com.apple.keylayout.InuttitutNunavik,,{'shift'}
G,g,com.apple.keylayout.InuttitutNunavik,,{'shift'}
Z,z,com.apple.keylayout.InuttitutNunavik,,{'shift'}
X,x,com.apple.keylayout.InuttitutNunavik,,{'shift'}
C,c,com.apple.keylayout.InuttitutNunavik,,{'shift'}
V,v,com.apple.keylayout.InuttitutNunavik,,{'shift'}
±,§,com.apple.keylayout.InuttitutNunavik,10,{'shift'}
B,b,com.apple.keylayout.InuttitutNunavik,,{'shift'}
Q,q,com.apple.keylayout.InuttitutNunavik,,{'shift'}
W,w,com.apple.keylayout.InuttitutNunavik,,{'shift'}
E,e,com.apple.keylayout.InuttitutNunavik,,{'shift'}
R,r,com.apple.keylayout.InuttitutNunavik,,{'shift'}
Y,y,com.apple.keylayout.InuttitutNunavik,,{'shift'}
T,t,com.apple.keylayout.InuttitutNunavik,,{'shift'}
!,1,com.apple.keylayout.InuttitutNunavik,,{'shift'}
@,2,com.apple.keylayout.InuttitutNunavik,,{'shift'}
#,3,com.apple.keylayout.InuttitutNunavik,,{'shift'}
$,4,com.apple.keylayout.InuttitutNunavik,,{'shift'}
^,6,com.apple.keylayout.InuttitutNunavik,,{'shift'}
%,5,com.apple.keylayout.InuttitutNunavik,,{'shift'}
+,=,com.apple.keylayout.InuttitutNunavik,,{'shift'}
(,9,com.apple.keylayout.InuttitutNunavik,,{'shift'}
&,7,com.apple.keylayout.InuttitutNunavik,,{'shift'}
_,-,com.apple.keylayout.InuttitutNunavik,,{'shift'}
*,8,com.apple.keylayout.InuttitutNunavik,,{'shift'}
),0,com.apple.keylayout.InuttitutNunavik,,{'shift'}
},],com.apple.keylayout.InuttitutNunavik,,{'shift'}
O,o,com.apple.keylayout.InuttitutNunavik,,{'shift'}
U,u,com.apple.keylayout.InuttitutNunavik,,{'shift'}
{,[,com.apple.keylayout.InuttitutNunavik,,{'shift'}
I,i,com.apple.keylayout.InuttitutNunavik,,{'shift'}
P,p,com.apple.keylayout.InuttitutNunavik,,{'shift'}
L,l,com.apple.keylayout.InuttitutNunavik,,{'shift'}
J,j,com.apple.keylayout.InuttitutNunavik,,{'shift'}
"""",',com.apple.keylayout.InuttitutNunavik,,{'shift'}
K,k,com.apple.keylayout.InuttitutNunavik,,{'shift'}
:,;,com.apple.keylayout.InuttitutNunavik,,{'shift'}
|,\,com.apple.keylayout.InuttitutNunavik,,{'shift'}
<,",",com.apple.keylayout.InuttitutNunavik,,{'shift'}
?,/,com.apple.keylayout.InuttitutNunavik,,{'shift'}
N,n,com.apple.keylayout.InuttitutNunavik,,{'shift'}
M,m,com.apple.keylayout.InuttitutNunavik,,{'shift'}
>,.,com.apple.keylayout.InuttitutNunavik,,{'shift'}
 , ,com.apple.keylayout.InuttitutNunavik,,{'shift'}
~,`,com.apple.keylayout.InuttitutNunavik,50,{'shift'}
.,.,com.apple.keylayout.InuttitutNunavik,,{'shift'}
*,,com.apple.keylayout.InuttitutNunavik,,{'shift'}
*,*,com.apple.keylayout.InuttitutNunavik,,{'shift'}
+,+,com.apple.keylayout.InuttitutNunavik,,{'shift'}
+,,com.apple.keylayout.InuttitutNunavik,,{'shift'}
=,,com.apple.keylayout.InuttitutNunavik,,{'shift'}
/,/,com.apple.keylayout.InuttitutNunavik,,{'shift'}
/,,com.apple.keylayout.InuttitutNunavik,,{'shift'}
-,-,com.apple.keylayout.InuttitutNunavik,,{'shift'}
=,=,com.apple.keylayout.InuttitutNunavik,,{'shift'}
0,0,com.apple.keylayout.InuttitutNunavik,,{'shift'}
1,1,com.apple.keylayout.InuttitutNunavik,,{'shift'}
2,2,com.apple.keylayout.InuttitutNunavik,,{'shift'}
3,3,com.apple.keylayout.InuttitutNunavik,,{'shift'}
4,4,com.apple.keylayout.InuttitutNunavik,,{'shift'}
5,5,com.apple.keylayout.InuttitutNunavik,,{'shift'}
6,6,com.apple.keylayout.InuttitutNunavik,,{'shift'}
7,7,com.apple.keylayout.InuttitutNunavik,,{'shift'}
8,8,com.apple.keylayout.InuttitutNunavik,,{'shift'}
9,9,com.apple.keylayout.InuttitutNunavik,,{'shift'}
ß,s,com.apple.keylayout.InuttitutNunavik,,{'option'}
ð,d,com.apple.keylayout.InuttitutNunavik,,{'option'}
ƒ,f,com.apple.keylayout.InuttitutNunavik,,{'option'}
©,g,com.apple.keylayout.InuttitutNunavik,,{'option'}
§,§,com.apple.keylayout.InuttitutNunavik,10,{'option'}
œ,q,com.apple.keylayout.InuttitutNunavik,,{'option'}
®,r,com.apple.keylayout.InuttitutNunavik,,{'option'}
¥,y,com.apple.keylayout.InuttitutNunavik,,{'option'}
þ,t,com.apple.keylayout.InuttitutNunavik,,{'option'}
¡,1,com.apple.keylayout.InuttitutNunavik,,{'option'}
™,2,com.apple.keylayout.InuttitutNunavik,,{'option'}
£,3,com.apple.keylayout.InuttitutNunavik,,{'option'}
