output_char,apple_id,steps
ö,com.apple.keylayout.Hungarian,"[[32, [""option""]], [31, []]]"
ô,com.apple.keylayout.Hungarian,"[[34, [""option""]], [31, []]]"
õ,com.apple.keylayout.Hungarian,"[[45, [""option""]], [31, []]]"
ü,com.apple.keylayout.Hungarian,"[[32, [""option""]], [32, []]]"
Ł,com.apple.keylayout.Hungarian,"[[43, [""option""]], [37, [""shift""]]]"
ł,com.apple.keylayout.Hungarian,"[[43, [""option""]], [37, []]]"
Č,com.apple.keylayout.Hungarian,"[[39, [""option"", ""shift""]], [8, [""shift""]]]"
č,com.apple.keylayout.Hungarian,"[[39, [""option"", ""shift""]], [8, []]]"
Ě,com.apple.keylayout.Hungarian,"[[39, [""option"", ""shift""]], [14, [""shift""]]]"
ě,com.apple.keylayout.Hungarian,"[[39, [""option"", ""shift""]], [14, []]]"
Ň,com.apple.keylayout.Hungarian,"[[39, [""option"", ""shift""]], [45, [""shift""]]]"
ň,com.apple.keylayout.Hungarian,"[[39, [""option"", ""shift""]], [45, []]]"
Ř,com.apple.keylayout.Hungarian,"[[39, [""option"", ""shift""]], [15, [""shift""]]]"
ř,com.apple.keylayout.Hungarian,"[[39, [""option"", ""shift""]], [15, []]]"
Š,com.apple.keylayout.Hungarian,"[[39, [""option"", ""shift""]], [1, [""shift""]]]"
š,com.apple.keylayout.Hungarian,"[[39, [""option"", ""shift""]], [1, []]]"
Ť,com.apple.keylayout.Hungarian,"[[39, [""option"", ""shift""]], [17, [""shift""]]]"
Ž,com.apple.keylayout.Hungarian,"[[39, [""option"", ""shift""]], [16, [""shift""]]]"
ž,com.apple.keylayout.Hungarian,"[[39, [""option"", ""shift""]], [16, []]]"
¨,com.apple.keylayout.Hungarian,"[[32, [""option""]], [49, []]]"
^,com.apple.keylayout.Hungarian,"[[34, [""option""]], [49, []]]"
–,com.apple.keylayout.Hungarian,"[[43, [""option""]], [49, []]]"
~,com.apple.keylayout.Hungarian,"[[45, [""option""]], [49, []]]"
ˇ,com.apple.keylayout.Hungarian,"[[39, [""option"", ""shift""]], [49, []]]"
Ä,com.apple.keylayout.Hungarian,"[[32, [""option""]], [0, [""shift""]]]"
Ö,com.apple.keylayout.Hungarian,"[[32, [""option""]], [31, [""shift""]]]"
Ô,com.apple.keylayout.Hungarian,"[[34, [""option""]], [31, [""shift""]]]"
Õ,com.apple.keylayout.Hungarian,"[[45, [""option""]], [31, [""shift""]]]"
Ü,com.apple.keylayout.Hungarian,"[[32, [""option""]], [32, [""shift""]]]"
ä,com.apple.keylayout.Hungarian,"[[32, [""option""]], [0, []]]"
´,com.apple.keylayout.Swedish,"[[24, []], [49, []]]"
¨,com.apple.keylayout.Swedish,"[[30, []], [49, []]]"
`,com.apple.keylayout.Swedish,"[[24, [""shift""]], [49, []]]"
^,com.apple.keylayout.Swedish,"[[30, [""shift""]], [49, []]]"
~,com.apple.keylayout.Swedish,"[[30, [""option""]], [49, []]]"
Á,com.apple.keylayout.Swedish,"[[24, []], [0, [""shift""]]]"
Ä,com.apple.keylayout.Swedish,"[[30, []], [0, [""shift""]]]"
À,com.apple.keylayout.Swedish,"[[24, [""shift""]], [0, [""shift""]]]"
Â,com.apple.keylayout.Swedish,"[[30, [""shift""]], [0, [""shift""]]]"
Ã,com.apple.keylayout.Swedish,"[[30, [""option""]], [0, [""shift""]]]"
É,com.apple.keylayout.Swedish,"[[24, []], [14, [""shift""]]]"
Ë,com.apple.keylayout.Swedish,"[[30, []], [14, [""shift""]]]"
È,com.apple.keylayout.Swedish,"[[24, [""shift""]], [14, [""shift""]]]"
Ê,com.apple.keylayout.Swedish,"[[30, [""shift""]], [14, [""shift""]]]"
Í,com.apple.keylayout.Swedish,"[[24, []], [34, [""shift""]]]"
Ï,com.apple.keylayout.Swedish,"[[30, []], [34, [""shift""]]]"
Ì,com.apple.keylayout.Swedish,"[[24, [""shift""]], [34, [""shift""]]]"
Î,com.apple.keylayout.Swedish,"[[30, [""shift""]], [34, [""shift""]]]"
Ñ,com.apple.keylayout.Swedish,"[[30, [""option""]], [45, [""shift""]]]"
Ó,com.apple.keylayout.Swedish,"[[24, []], [31, [""shift""]]]"
Ö,com.apple.keylayout.Swedish,"[[30, []], [31, [""shift""]]]"
Ò,com.apple.keylayout.Swedish,"[[24, [""shift""]], [31, [""shift""]]]"
Ô,com.apple.keylayout.Swedish,"[[30, [""shift""]], [31, [""shift""]]]"
Õ,com.apple.keylayout.Swedish,"[[30, [""option""]], [31, [""shift""]]]"
Ú,com.apple.keylayout.Swedish,"[[24, []], [32, [""shift""]]]"
Ü,com.apple.keylayout.Swedish,"[[30, []], [32, [""shift""]]]"
Ù,com.apple.keylayout.Swedish,"[[24, [""shift""]], [32, [""shift""]]]"
Û,com.apple.keylayout.Swedish,"[[30, [""shift""]], [32, [""shift""]]]"
Ÿ,com.apple.keylayout.Swedish,"[[30, []], [16, [""shift""]]]"
á,com.apple.keylayout.Swedish,"[[24, []], [0, []]]"
ä,com.apple.keylayout.Swedish,"[[30, []], [0, []]]"
à,com.apple.keylayout.Swedish,"[[24, [""shift""]], [0, []]]"
â,com.apple.keylayout.Swedish,"[[30, [""shift""]], [0, []]]"
ã,com.apple.keylayout.Swedish,"[[30, [""option""]], [0, []]]"
é,com.apple.keylayout.Swedish,"[[24, []], [14, []]]"
ë,com.apple.keylayout.Swedish,"[[30, []], [14, []]]"
è,com.apple.keylayout.Swedish,"[[24, [""shift""]], [14, []]]"
ê,com.apple.keylayout.Swedish,"[[30, [""shift""]], [14, []]]"
í,com.apple.keylayout.Swedish,"[[24, []], [34, []]]"
ï,com.apple.keylayout.Swedish,"[[30, []], [34, []]]"
ì,com.apple.keylayout.Swedish,"[[24, [""shift""]], [34, []]]"
î,com.apple.keylayout.Swedish,"[[30, [""shift""]], [34, []]]"
ñ,com.apple.keylayout.Swedish,"[[30, [""option""]], [45, []]]"
ó,com.apple.keylayout.Swedish,"[[24, []], [31, []]]"
ö,com.apple.keylayout.Swedish,"[[30, []], [31, []]]"
ò,com.apple.keylayout.Swedish,"[[24, [""shift""]], [31, []]]"
ô,com.apple.keylayout.Swedish,"[[30, [""shift""]], [31, []]]"
õ,com.apple.keylayout.Swedish,"[[30, [""option""]], [31, []]]"
ú,com.apple.keylayout.Swedish,"[[24, []], [32, []]]"
ü,com.apple.keylayout.Swedish,"[[30, []], [32, []]]"
ù,com.apple.keylayout.Swedish,"[[24, [""shift""]], [32, []]]"
û,com.apple.keylayout.Swedish,"[[30, [""shift""]], [32, []]]"
ÿ,com.apple.keylayout.Swedish,"[[30, []], [16, []]]"
°,com.apple.keylayout.Icelandic,"[[10, []], [49, []]]"
´,com.apple.keylayout.Icelandic,"[[24, []], [49, []]]"
¨,com.apple.keylayout.Icelandic,"[[30, []], [49, []]]"
ˆ,com.apple.keylayout.Icelandic,"[[31, [""option""]], [49, []]]"
`,com.apple.keylayout.Icelandic,"[[24, [""shift""]], [49, []]]"
˜,com.apple.keylayout.Icelandic,"[[45, [""option""]], [49, []]]"
Å,com.apple.keylayout.Icelandic,"[[10, []], [0, [""shift""]]]"
Á,com.apple.keylayout.Icelandic,"[[24, []], [0, [""shift""]]]"
Ä,com.apple.keylayout.Icelandic,"[[30, []], [0, [""shift""]]]"
Â,com.apple.keylayout.Icelandic,"[[31, [""option""]], [0, [""shift""]]]"
À,com.apple.keylayout.Icelandic,"[[24, [""shift""]], [0, [""shift""]]]"
Ã,com.apple.keylayout.Icelandic,"[[45, [""option""]], [0, [""shift""]]]"
É,com.apple.keylayout.Icelandic,"[[24, []], [14, [""shift""]]]"
Ë,com.apple.keylayout.Icelandic,"[[30, []], [14, [""shift""]]]"
Ê,com.apple.keylayout.Icelandic,"[[31, [""option""]], [14, [""shift""]]]"
È,com.apple.keylayout.Icelandic,"[[24, [""shift""]], [14, [""shift""]]]"
Í,com.apple.keylayout.Icelandic,"[[24, []], [34, [""shift""]]]"
Ï,com.apple.keylayout.Icelandic,"[[30, []], [34, [""shift""]]]"
Î,com.apple.keylayout.Icelandic,"[[31, [""option""]], [34, [""shift""]]]"
Ì,com.apple.keylayout.Icelandic,"[[24, [""shift""]], [34, [""shift""]]]"
Ñ,com.apple.keylayout.Icelandic,"[[45, [""option""]], [45, [""shift""]]]"
Ó,com.apple.keylayout.Icelandic,"[[24, []], [31, [""shift""]]]"
Ö,com.apple.keylayout.Icelandic,"[[30, []], [31, [""shift""]]]"
Ô,com.apple.keylayout.Icelandic,"[[31, [""option""]], [31, [""shift""]]]"
Ò,com.apple.keylayout.Icelandic,"[[24, [""shift""]], [31, [""shift""]]]"
Õ,com.apple.keylayout.Icelandic,"[[45, [""option""]], [31, [""shift""]]]"
Ú,com.apple.keylayout.Icelandic,"[[24, []], [32, [""shift""]]]"
Ü,com.apple.keylayout.Icelandic,"[[30, []], [32, [""shift""]]]"
Û,com.apple.keylayout.Icelandic,"[[31, [""option""]], [32, [""shift""]]]"
Ù,com.apple.keylayout.Icelandic,"[[24, [""shift""]], [32, [""shift""]]]"
Ý,com.apple.keylayout.Icelandic,"[[24, []], [16, [""shift""]]]"
Ÿ,com.apple.keylayout.Icelandic,"[[30, []], [16, [""shift""]]]"
å,com.apple.keylayout.Icelandic,"[[10, []], [0, []]]"
á,com.apple.keylayout.Icelandic,"[[24, []], [0, []]]"
ä,com.apple.keylayout.Icelandic,"[[30, []], [0, []]]"
â,com.apple.keylayout.Icelandic,"[[31, [""option""]], [0, []]]"
à,com.apple.keylayout.Icelandic,"[[24, [""shift""]], [0, []]]"
ã,com.apple.keylayout.Icelandic,"[[45, [""option""]], [0, []]]"
é,com.apple.keylayout.Icelandic,"[[24, []], [14, []]]"
ë,com.apple.keylayout.Icelandic,"[[30, []], [14, []]]"
ê,com.apple.keylayout.Icelandic,"[[31, [""option""]], [14, []]]"
è,com.apple.keylayout.Icelandic,"[[24, [""shift""]], [14, []]]"
í,com.apple.keylayout.Icelandic,"[[24, []], [34, []]]"
ï,com.apple.keylayout.Icelandic,"[[30, []], [34, []]]"
î,com.apple.keylayout.Icelandic,"[[31, [""option""]], [34, []]]"
ì,com.apple.keylayout.Icelandic,"[[24, [""shift""]], [34, []]]"
ñ,com.apple.keylayout.Icelandic,"[[45, [""option""]], [45, []]]"
ó,com.apple.keylayout.Icelandic,"[[24, []], [31, []]]"
ö,com.apple.keylayout.Icelandic,"[[30, []], [31, []]]"
ô,com.apple.keylayout.Icelandic,"[[31, [""option""]], [31, []]]"
ò,com.apple.keylayout.Icelandic,"[[24, [""shift""]], [31, []]]"
õ,com.apple.keylayout.Icelandic,"[[45, [""option""]], [31, []]]"
ú,com.apple.keylayout.Icelandic,"[[24, []], [32, []]]"
ü,com.apple.keylayout.Icelandic,"[[30, []], [32, []]]"
û,com.apple.keylayout.Icelandic,"[[31, [""option""]], [32, []]]"
ù,com.apple.keylayout.Icelandic,"[[24, [""shift""]], [32, []]]"
ý,com.apple.keylayout.Icelandic,"[[24, []], [16, []]]"
ÿ,com.apple.keylayout.Icelandic,"[[30, []], [16, []]]"
´,com.apple.keylayout.InuttitutNunavik,"[[14, [""option""]], [49, []]]"
˘,com.apple.keylayout.InuttitutNunavik,"[[11, [""option""]], [49, []]]"
ˇ,com.apple.keylayout.InuttitutNunavik,"[[9, [""option""]], [49, []]]"
¸,com.apple.keylayout.InuttitutNunavik,"[[8, [""option""]], [49, []]]"
ˆ,com.apple.keylayout.InuttitutNunavik,"[[22, [""option""]], [49, []]]"
‸,com.apple.keylayout.InuttitutNunavik,"[[5, [""option"", ""shift""]], [49, []]]"
",",com.apple.keylayout.InuttitutNunavik,"[[35, [""option""]], [49, []]]"
¨,com.apple.keylayout.InuttitutNunavik,"[[32, [""option""]], [49, []]]"
˙,com.apple.keylayout.InuttitutNunavik,"[[13, [""option""]], [49, []]]"
.,com.apple.keylayout.InuttitutNunavik,"[[7, [""option""]], [49, []]]"
˝,com.apple.keylayout.InuttitutNunavik,"[[38, [""option""]], [49, []]]"
 ̏,com.apple.keylayout.InuttitutNunavik,"[[16, [""option"", ""shift""]], [49, []]]"
`,com.apple.keylayout.InuttitutNunavik,"[[50, [""option""]], [49, []]]"
ˀ,com.apple.keylayout.InuttitutNunavik,"[[6, [""option""]], [49, []]]"
ʔ,com.apple.keylayout.InuttitutNunavik,"[[47, [""option"", ""shift""]], [49, []]]"
ʼ,com.apple.keylayout.InuttitutNunavik,"[[34, [""option""]], [49, []]]"
 ̑,com.apple.keylayout.InuttitutNunavik,"[[1, [""option"", ""shift""]], [49, []]]"
¯,com.apple.keylayout.InuttitutNunavik,"[[0, [""option""]], [49, []]]"
ˍ,com.apple.keylayout.InuttitutNunavik,"[[4, [""option""]], [49, []]]"
˛,com.apple.keylayout.InuttitutNunavik,"[[46, [""option""]], [49, []]]"
˚,com.apple.keylayout.InuttitutNunavik,"[[40, [""option""]], [49, []]]"
№,com.apple.keylayout.InuttitutNunavik,"[[41, [""option"", ""shift""]], [49, []]]"
-,com.apple.keylayout.InuttitutNunavik,"[[37, [""option""]], [49, []]]"
˜,com.apple.keylayout.InuttitutNunavik,"[[45, [""option""]], [49, []]]"
 ̰,com.apple.keylayout.InuttitutNunavik,"[[3, [""option"", ""shift""]], [49, []]]"
ʺ,com.apple.keylayout.InuttitutNunavik,"[[41, [""option"", ""shift""]], [39, [""shift""]]]"
Ɛ,com.apple.keylayout.InuttitutNunavik,"[[41, [""option"", ""shift""]], [20, [""shift""]]]"
Ƽ,com.apple.keylayout.InuttitutNunavik,"[[41, [""option"", ""shift""]], [23, [""shift""]]]"
ʹ,com.apple.keylayout.InuttitutNunavik,"[[41, [""option"", ""shift""]], [39, []]]"
Ȣ,com.apple.keylayout.InuttitutNunavik,"[[41, [""option"", ""shift""]], [28, [""shift""]]]"
ƨ,com.apple.keylayout.InuttitutNunavik,"[[41, [""option"", ""shift""]], [43, [""option""]]]"
ɛ,com.apple.keylayout.InuttitutNunavik,"[[41, [""option"", ""shift""]], [45, [""option""]]]"
ƽ,com.apple.keylayout.InuttitutNunavik,"[[41, [""option"", ""shift""]], [49, []]]"
ƅ,com.apple.keylayout.InuttitutNunavik,"[[41, [""option"", ""shift""]], [0, [""shift""]]]"
⁊,com.apple.keylayout.InuttitutNunavik,"[[41, [""option"", ""shift""]], [31, [""shift""]]]"
ȣ,com.apple.keylayout.InuttitutNunavik,"[[41, [""option"", ""shift""]], [32, [""shift""]]]"
Ƨ,com.apple.keylayout.InuttitutNunavik,"[[41, [""option"", ""shift""]], [19, [""shift""]]]"
Á,com.apple.keylayout.InuttitutNunavik,"[[14, [""option""]], [0, [""shift""]]]"
Ă,com.apple.keylayout.InuttitutNunavik,"[[11, [""option""]], [0, [""shift""]]]"
Ǎ,com.apple.keylayout.InuttitutNunavik,"[[9, [""option""]], [0, [""shift""]]]"
Â,com.apple.keylayout.InuttitutNunavik,"[[22, [""option""]], [0, [""shift""]]]"
Ä,com.apple.keylayout.InuttitutNunavik,"[[32, [""option""]], [0, [""shift""]]]"
Ȧ,com.apple.keylayout.InuttitutNunavik,"[[13, [""option""]], [0, [""shift""]]]"
Ạ,com.apple.keylayout.InuttitutNunavik,"[[7, [""option""]], [0, [""shift""]]]"
Ȁ,com.apple.keylayout.InuttitutNunavik,"[[16, [""option"", ""shift""]], [0, [""shift""]]]"
À,com.apple.keylayout.InuttitutNunavik,"[[50, [""option""]], [0, [""shift""]]]"
Ả,com.apple.keylayout.InuttitutNunavik,"[[6, [""option""]], [0, [""shift""]]]"
Ȃ,com.apple.keylayout.InuttitutNunavik,"[[1, [""option"", ""shift""]], [0, [""shift""]]]"
Ā,com.apple.keylayout.InuttitutNunavik,"[[0, [""option""]], [0, [""shift""]]]"
Ą,com.apple.keylayout.InuttitutNunavik,"[[46, [""option""]], [0, [""shift""]]]"
Å,com.apple.keylayout.InuttitutNunavik,"[[40, [""option""]], [0, [""shift""]]]"
Ə,com.apple.keylayout.InuttitutNunavik,"[[41, [""option"", ""shift""]], [0, [""shift""]]]"
Ã,com.apple.keylayout.InuttitutNunavik,"[[45, [""option""]], [0, [""shift""]]]"
Ḃ,com.apple.keylayout.InuttitutNunavik,"[[13, [""option""]], [11, [""shift""]]]"
Ḅ,com.apple.keylayout.InuttitutNunavik,"[[7, [""option""]], [11, [""shift""]]]"
Ɓ,com.apple.keylayout.InuttitutNunavik,"[[47, [""option"", ""shift""]], [11, [""shift""]]]"
Ḇ,com.apple.keylayout.InuttitutNunavik,"[[4, [""option""]], [11, [""shift""]]]"
Ć,com.apple.keylayout.InuttitutNunavik,"[[14, [""option""]], [8, [""shift""]]]"
Č,com.apple.keylayout.InuttitutNunavik,"[[9, [""option""]], [8, [""shift""]]]"
Ç,com.apple.keylayout.InuttitutNunavik,"[[8, [""option""]], [8, [""shift""]]]"
Ĉ,com.apple.keylayout.InuttitutNunavik,"[[22, [""option""]], [8, [""shift""]]]"
Ċ,com.apple.keylayout.InuttitutNunavik,"[[13, [""option""]], [8, [""shift""]]]"
Ƈ,com.apple.keylayout.InuttitutNunavik,"[[47, [""option"", ""shift""]], [8, [""shift""]]]"
Ɔ,com.apple.keylayout.InuttitutNunavik,"[[41, [""option"", ""shift""]], [8, [""shift""]]]"
Ď,com.apple.keylayout.InuttitutNunavik,"[[9, [""option""]], [2, [""shift""]]]"
Ḑ,com.apple.keylayout.InuttitutNunavik,"[[8, [""option""]], [2, [""shift""]]]"
Ḓ,com.apple.keylayout.InuttitutNunavik,"[[5, [""option"", ""shift""]], [2, [""shift""]]]"
Ḋ,com.apple.keylayout.InuttitutNunavik,"[[13, [""option""]], [2, [""shift""]]]"
Ḍ,com.apple.keylayout.InuttitutNunavik,"[[7, [""option""]], [2, [""shift""]]]"
Ɗ,com.apple.keylayout.InuttitutNunavik,"[[47, [""option"", ""shift""]], [2, [""shift""]]]"
Ḏ,com.apple.keylayout.InuttitutNunavik,"[[4, [""option""]], [2, [""shift""]]]"
Đ,com.apple.keylayout.InuttitutNunavik,"[[37, [""option""]], [2, [""shift""]]]"
É,com.apple.keylayout.InuttitutNunavik,"[[14, [""option""]], [14, [""shift""]]]"
Ĕ,com.apple.keylayout.InuttitutNunavik,"[[11, [""option""]], [14, [""shift""]]]"
Ě,com.apple.keylayout.InuttitutNunavik,"[[9, [""option""]], [14, [""shift""]]]"
Ȩ,com.apple.keylayout.InuttitutNunavik,"[[8, [""option""]], [14, [""shift""]]]"
Ê,com.apple.keylayout.InuttitutNunavik,"[[22, [""option""]], [14, [""shift""]]]"
Ḙ,com.apple.keylayout.InuttitutNunavik,"[[5, [""option"", ""shift""]], [14, [""shift""]]]"
Ë,com.apple.keylayout.InuttitutNunavik,"[[32, [""option""]], [14, [""shift""]]]"
Ė,com.apple.keylayout.InuttitutNunavik,"[[13, [""option""]], [14, [""shift""]]]"
Ẹ,com.apple.keylayout.InuttitutNunavik,"[[7, [""option""]], [14, [""shift""]]]"
Ȅ,com.apple.keylayout.InuttitutNunavik,"[[16, [""option"", ""shift""]], [14, [""shift""]]]"
È,com.apple.keylayout.InuttitutNunavik,"[[50, [""option""]], [14, [""shift""]]]"
Ẻ,com.apple.keylayout.InuttitutNunavik,"[[6, [""option""]], [14, [""shift""]]]"
Ȇ,com.apple.keylayout.InuttitutNunavik,"[[1, [""option"", ""shift""]], [14, [""shift""]]]"
Ē,com.apple.keylayout.InuttitutNunavik,"[[0, [""option""]], [14, [""shift""]]]"
Ę,com.apple.keylayout.InuttitutNunavik,"[[46, [""option""]], [14, [""shift""]]]"
E̊,com.apple.keylayout.InuttitutNunavik,"[[40, [""option""]], [14, [""shift""]]]"
Ǝ,com.apple.keylayout.InuttitutNunavik,"[[41, [""option"", ""shift""]], [14, [""shift""]]]"
Ẽ,com.apple.keylayout.InuttitutNunavik,"[[45, [""option""]], [14, [""shift""]]]"
Ḛ,com.apple.keylayout.InuttitutNunavik,"[[3, [""option"", ""shift""]], [14, [""shift""]]]"
Ḟ,com.apple.keylayout.InuttitutNunavik,"[[13, [""option""]], [3, [""shift""]]]"
Ƒ,com.apple.keylayout.InuttitutNunavik,"[[47, [""option"", ""shift""]], [3, [""shift""]]]"
Ǵ,com.apple.keylayout.InuttitutNunavik,"[[14, [""option""]], [5, [""shift""]]]"
Ğ,com.apple.keylayout.InuttitutNunavik,"[[11, [""option""]], [5, [""shift""]]]"
Ǧ,com.apple.keylayout.InuttitutNunavik,"[[9, [""option""]], [5, [""shift""]]]"
Ģ,com.apple.keylayout.InuttitutNunavik,"[[8, [""option""]], [5, [""shift""]]]"
Ĝ,com.apple.keylayout.InuttitutNunavik,"[[22, [""option""]], [5, [""shift""]]]"
Ġ,com.apple.keylayout.InuttitutNunavik,"[[13, [""option""]], [5, [""shift""]]]"
Ɠ,com.apple.keylayout.InuttitutNunavik,"[[47, [""option"", ""shift""]], [5, [""shift""]]]"
Ḡ,com.apple.keylayout.InuttitutNunavik,"[[0, [""option""]], [5, [""shift""]]]"
Ɣ,com.apple.keylayout.InuttitutNunavik,"[[41, [""option"", ""shift""]], [5, [""shift""]]]"
Ǥ,com.apple.keylayout.InuttitutNunavik,"[[37, [""option""]], [5, [""shift""]]]"
Ḫ,com.apple.keylayout.InuttitutNunavik,"[[11, [""option""]], [4, [""shift""]]]"
Ȟ,com.apple.keylayout.InuttitutNunavik,"[[9, [""option""]], [4, [""shift""]]]"
Ḩ,com.apple.keylayout.InuttitutNunavik,"[[8, [""option""]], [4, [""shift""]]]"
Ĥ,com.apple.keylayout.InuttitutNunavik,"[[22, [""option""]], [4, [""shift""]]]"
Ḧ,com.apple.keylayout.InuttitutNunavik,"[[32, [""option""]], [4, [""shift""]]]"
Ḣ,com.apple.keylayout.InuttitutNunavik,"[[13, [""option""]], [4, [""shift""]]]"
Ḥ,com.apple.keylayout.InuttitutNunavik,"[[7, [""option""]], [4, [""shift""]]]"
H̱,com.apple.keylayout.InuttitutNunavik,"[[4, [""option""]], [4, [""shift""]]]"
Ƕ,com.apple.keylayout.InuttitutNunavik,"[[41, [""option"", ""shift""]], [4, [""shift""]]]"
Ħ,com.apple.keylayout.InuttitutNunavik,"[[37, [""option""]], [4, [""shift""]]]"
Í,com.apple.keylayout.InuttitutNunavik,"[[14, [""option""]], [34, [""shift""]]]"
Ĭ,com.apple.keylayout.InuttitutNunavik,"[[11, [""option""]], [34, [""shift""]]]"
Ǐ,com.apple.keylayout.InuttitutNunavik,"[[9, [""option""]], [34, [""shift""]]]"
Î,com.apple.keylayout.InuttitutNunavik,"[[22, [""option""]], [34, [""shift""]]]"
Ï,com.apple.keylayout.InuttitutNunavik,"[[32, [""option""]], [34, [""shift""]]]"
İ,com.apple.keylayout.InuttitutNunavik,"[[13, [""option""]], [34, [""shift""]]]"
Ị,com.apple.keylayout.InuttitutNunavik,"[[7, [""option""]], [34, [""shift""]]]"
Ȉ,com.apple.keylayout.InuttitutNunavik,"[[16, [""option"", ""shift""]], [34, [""shift""]]]"
Ì,com.apple.keylayout.InuttitutNunavik,"[[50, [""option""]], [34, [""shift""]]]"
Ỉ,com.apple.keylayout.InuttitutNunavik,"[[6, [""option""]], [34, [""shift""]]]"
Ɩ,com.apple.keylayout.InuttitutNunavik,"[[47, [""option"", ""shift""]], [34, [""shift""]]]"
Ȋ,com.apple.keylayout.InuttitutNunavik,"[[1, [""option"", ""shift""]], [34, [""shift""]]]"
Ī,com.apple.keylayout.InuttitutNunavik,"[[0, [""option""]], [34, [""shift""]]]"
Į,com.apple.keylayout.InuttitutNunavik,"[[46, [""option""]], [34, [""shift""]]]"
Ɨ,com.apple.keylayout.InuttitutNunavik,"[[37, [""option""]], [34, [""shift""]]]"
Ĩ,com.apple.keylayout.InuttitutNunavik,"[[45, [""option""]], [34, [""shift""]]]"
Ḭ,com.apple.keylayout.InuttitutNunavik,"[[3, [""option"", ""shift""]], [34, [""shift""]]]"
J̌,com.apple.keylayout.InuttitutNunavik,"[[9, [""option""]], [38, [""shift""]]]"
Ĵ,com.apple.keylayout.InuttitutNunavik,"[[22, [""option""]], [38, [""shift""]]]"
Ƞ,com.apple.keylayout.InuttitutNunavik,"[[41, [""option"", ""shift""]], [38, [""shift""]]]"
Ḱ,com.apple.keylayout.InuttitutNunavik,"[[14, [""option""]], [40, [""shift""]]]"
Ǩ,com.apple.keylayout.InuttitutNunavik,"[[9, [""option""]], [40, [""shift""]]]"
Ķ,com.apple.keylayout.InuttitutNunavik,"[[8, [""option""]], [40, [""shift""]]]"
Ḳ,com.apple.keylayout.InuttitutNunavik,"[[7, [""option""]], [40, [""shift""]]]"
Ƙ,com.apple.keylayout.InuttitutNunavik,"[[47, [""option"", ""shift""]], [40, [""shift""]]]"
Ḵ,com.apple.keylayout.InuttitutNunavik,"[[4, [""option""]], [40, [""shift""]]]"
K’,com.apple.keylayout.InuttitutNunavik,"[[41, [""option"", ""shift""]], [40, [""shift""]]]"
Ĺ,com.apple.keylayout.InuttitutNunavik,"[[14, [""option""]], [37, [""shift""]]]"
Ľ,com.apple.keylayout.InuttitutNunavik,"[[9, [""option""]], [37, [""shift""]]]"
Ļ,com.apple.keylayout.InuttitutNunavik,"[[8, [""option""]], [37, [""shift""]]]"
Ḽ,com.apple.keylayout.InuttitutNunavik,"[[5, [""option"", ""shift""]], [37, [""shift""]]]"
Ḷ,com.apple.keylayout.InuttitutNunavik,"[[7, [""option""]], [37, [""shift""]]]"
Ḹ,com.apple.keylayout.InuttitutNunavik,"[[0, [""option""]], [37, [""shift""]]]"
Ḻ,com.apple.keylayout.InuttitutNunavik,"[[4, [""option""]], [37, [""shift""]]]"
Ł,com.apple.keylayout.InuttitutNunavik,"[[37, [""option""]], [37, [""shift""]]]"
Ḿ,com.apple.keylayout.InuttitutNunavik,"[[14, [""option""]], [46, [""shift""]]]"
M̂,com.apple.keylayout.InuttitutNunavik,"[[22, [""option""]], [46, [""shift""]]]"
Ṁ,com.apple.keylayout.InuttitutNunavik,"[[13, [""option""]], [46, [""shift""]]]"
Ṃ,com.apple.keylayout.InuttitutNunavik,"[[7, [""option""]], [46, [""shift""]]]"
Ɯ,com.apple.keylayout.InuttitutNunavik,"[[41, [""option"", ""shift""]], [46, [""shift""]]]"
Ń,com.apple.keylayout.InuttitutNunavik,"[[14, [""option""]], [45, [""shift""]]]"
Ň,com.apple.keylayout.InuttitutNunavik,"[[9, [""option""]], [45, [""shift""]]]"
Ņ,com.apple.keylayout.InuttitutNunavik,"[[8, [""option""]], [45, [""shift""]]]"
N̂,com.apple.keylayout.InuttitutNunavik,"[[22, [""option""]], [45, [""shift""]]]"
Ṋ,com.apple.keylayout.InuttitutNunavik,"[[5, [""option"", ""shift""]], [45, [""shift""]]]"
Ṅ,com.apple.keylayout.InuttitutNunavik,"[[13, [""option""]], [45, [""shift""]]]"
Ṇ,com.apple.keylayout.InuttitutNunavik,"[[7, [""option""]], [45, [""shift""]]]"
Ǹ,com.apple.keylayout.InuttitutNunavik,"[[50, [""option""]], [45, [""shift""]]]"
Ɲ,com.apple.keylayout.InuttitutNunavik,"[[47, [""option"", ""shift""]], [45, [""shift""]]]"
Ṉ,com.apple.keylayout.InuttitutNunavik,"[[4, [""option""]], [45, [""shift""]]]"
Ŋ,com.apple.keylayout.InuttitutNunavik,"[[41, [""option"", ""shift""]], [45, [""shift""]]]"
Ñ,com.apple.keylayout.InuttitutNunavik,"[[45, [""option""]], [45, [""shift""]]]"
Ó,com.apple.keylayout.InuttitutNunavik,"[[14, [""option""]], [31, [""shift""]]]"
Ŏ,com.apple.keylayout.InuttitutNunavik,"[[11, [""option""]], [31, [""shift""]]]"
Ǒ,com.apple.keylayout.InuttitutNunavik,"[[9, [""option""]], [31, [""shift""]]]"
Ô,com.apple.keylayout.InuttitutNunavik,"[[22, [""option""]], [31, [""shift""]]]"
